	GeneID	Symbol	Aliases	description	other_designations	Pathway	OMIM	swissprot_id	protein_length
266	2065	ERBB3	ErbB-3, FERLK, HER3, LCCS2, MDA-BF-1, VSCN1, c-erbB-3, c-erbB3, erbB3-S, p180-ErbB3, p45-sErbB3, p85-sErbB3	erb-b2 receptor tyrosine kinase 3	receptor tyrosine-protein kinase erbB-3|human epidermal growth factor receptor 3|proto-oncogene-like protein c-ErbB-3|tyrosine kinase-type cell surface receptor HER3|v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	RNAP	190151	P21860	1342.0
267	2066	ERBB4	ALS19, HER4, p180erbB4	erb-b2 receptor tyrosine kinase 4	receptor tyrosine-protein kinase erbB-4|avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 4|human epidermal growth factor receptor 4|proto-oncogene-like protein c-ErbB-4|tyrosine kinase-type cell surface receptor HER4|v-erb-a erythroblastic leukemia viral oncogene homolog 4|v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	RNAP	600543	Q15303	1308.0
268	2067	ERCC1	UV20; COFS4; RAD10	ERCC excision repair 1, endonuclease non-catalytic subunit	GG, TCR	NER		P07992	297.0
269	2068	ERCC2	COFS2, EM9, TFIIH, TTD, TTD1, XPD	ERCC excision repair 2, TFIIH core complex helicase subunit	GG, TCR	NER		P18074	760.0
270	2069	EREG	EPR, ER, Ep	epiregulin	proepiregulin	RNAP	602061	O14944	169.0
271	2071	ERCC3	BTF2, GTF2H, RAD25, Ssl2, TFIIH, TTD2, XPB	ERCC excision repair 3, TFIIH core complex helicase subunit	GG, TCR	NER		P19447	782.0
272	2072	ERCC4	XPF; RAD1; FANCQ; XFEPS; ERCC11	ERCC excision repair 4, endonuclease catalytic subuni	GG, TCR	NER		Q92889	916.0
273	2073	ERCC5	COFS3, ERCC5-201, ERCM2, UVDR, XPG, XPGC	ERCC excision repair 5, endonuclease (XPG)	GG, TCR	NER		P28715	1186.0
274	2074	ERCC6	ARMD5, CKN2, COFS, COFS1, CSB, CSB-PGBD3, POF11, RAD26, UVSS1	ERCC excision repair 6 (CSB), chromatin remodeling factor	TCR	NER		Q03468	1493.0
275	2103	ESRRB	DFNB35, ERR beta-2, ERR2, ERRb, ERRbeta2, ESRL2, NR3B2	estrogen related receptor beta	steroid hormone receptor ERR2|estrogen receptor-like 2|estrogen-related nuclear receptor beta|nuclear receptor ERRB2|nuclear receptor subfamily 3 group B member 2|orphan nuclear receptor	RNAP	602167	O95718	433.0
276	2104	ESRRG	ERR-gamma, ERR3, ERRg, ERRgamma, NR3B3	estrogen related receptor gamma	estrogen-related receptor gamma|ERR gamma-2|estrogen receptor-related protein 3|nuclear receptor subfamily 3 group B member 3	RNAP	602969	P62508	458.0
277	2113	ETS1	ETS-1, EWSR2, c-ets-1, p54	ETS proto-oncogene 1, transcription factor	protein C-ets-1|Avian erythroblastosis virus E26 (v-ets) oncogene homolog-1|v-ets avian erythroblastosis virus E2 oncogene homolog 1|v-ets avian erythroblastosis virus E26 oncogene homolog 1	RNAP	164720	P14921	441.0
278	2118	ETV4	E1A-F, E1AF, PEA3, PEAS3	ETS variant transcription factor 4	ETS translocation variant 4|EWS protein/E1A enhancer binding protein chimera|adenovirus E1A enhancer-binding protein|ets variant gene 4 (E1A enhancer-binding protein, E1AF)|polyomavirus enhancer activator 3 homolog	RNAP	600711	P43268	484.0
279	2119	ETV5	ERM	ETS variant transcription factor 5	ETS translocation variant 5|ets-related molecule|ets-related protein ERM	RNAP	601600	P41161	510.0
280	2124	EVI2B	CD361, D17S376, EVDB	ecotropic viral integration site 2B	protein EVI2B|EVI-2B|ecotropic viral integration site 2B protein homolog	RNAP	158381	P34910	448.0
281	2146	EZH2	ENX-1, ENX1b, KMT6, KMT6A, WVS, WVS2, EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	histone-lysine N-methyltransferase EZH2|enhancer of zeste homolog 2|lysine N-methyltransferase 6	RNAP	601573	Q15910	746.0
282	2147	F2	PT, RPRGL2, THPH1	coagulation factor II, thrombin	prothrombin|prepro-coagulation factor II|prothrombin B-chain|thrombin factor II	RNAP	176930	P00734	622.0
283	2149	F2R	CF2R, HTR, PAR-1, PAR1, TR	coagulation factor II thrombin receptor	proteinase-activated receptor 1|protease-activated receptor 1	RNAP	187930	P25116	425.0
284	2150	F2RL1	GPR11, PAR2	F2R like trypsin receptor 1	proteinase-activated receptor 2|G-protein coupled receptor 11|coagulation factor II (thrombin) receptor-like 1|protease-activated receptor 2|thrombin receptor-like 1	RNAP	600933	P55085	397.0
285	2152	F3	CD142, TF, TFA	coagulation factor III, tissue factor	tissue factor|coagulation factor III (thromboplastin, tissue factor)	RNAP	134390	P13726	295.0
286	2155	F7	SPCA	coagulation factor VII	coagulation factor VII|FVII coagulation protein|coagulation factor VII (serum prothrombin conversion accelerator)|eptacog alfa|proconvertin	RNAP	613878	P08709	466.0
287	2161	F12	HAE3, HAEX, HAF	coagulation factor XII	coagulation factor XII|Hageman factor|beta-factor XIIa part 1|beta-factor XIIa part 2|coagulation factor XIIa heavy chain|coagulation factor XIIa light chain	RNAP	610619	P00748	615.0
288	2166	FAAH	FAAH-11, PSAB, FAAH	fatty acid amide hydrolase	fatty-acid amide hydrolase 1|anandamide amidohydrolase 1|fatty acid ester hydrolase|oleamide hydrolase 1	RNAP	602935	O00519	579.0
289	2167	FABP4	A-FABP, AFABP, ALBP, HEL-S-104, aP2	fatty acid binding protein 4	fatty acid-binding protein, adipocyte|adipocyte fatty acid binding protein|adipocyte lipid-binding protein|adipocyte-type fatty acid-binding protein|epididymis secretory protein Li 104|fatty acid binding protein 4, adipocyte	RNAP	600434	P15090	132.0
290	2171	FABP5	E-FABP, EFABP, KFABP, PA-FABP, PAFABP	fatty acid binding protein 5	fatty acid-binding protein 5|epidermal-type fatty acid-binding protein|fatty acid binding protein 5 (psoriasis-associated)|psoriasis-associated fatty acid-binding protein homolog	RNAP	605168	Q01469	135.0
291	2180	ACSL1	ACS1, FACL1, FACL2, LACS, LACS1, LACS2	acyl-CoA synthetase long chain family member 1	long-chain-fatty-acid--CoA ligase 1|LACS 1|LACS 2|acyl-CoA synthetase 1|arachidonate--CoA ligase|fatty-acid-Coenzyme A ligase, long-chain 1|fatty-acid-Coenzyme A ligase, long-chain 2|lignoceroyl-CoA synthase|long-chain acyl-CoA synthetase 1|long-chain acyl-CoA synthetase 2|long-chain fatty acid-CoA ligase 2|long-chain fatty-acid-coenzyme A ligase 1|palmitoyl-CoA ligase 1|palmitoyl-CoA ligase 2|paltimoyl-CoA ligase 1|phytanate--CoA ligase	RNAP	152425	P33121	698.0
292	2185	PTK2B	CADTK, CAKB, FADK2, FAK2, PKB, PTK, PYK2, RAFTK	protein tyrosine kinase 2 beta	protein-tyrosine kinase 2-beta|CAK-beta|FADK 2|PTK2B protein tyrosine kinase 2 beta|calcium-dependent tyrosine kinase|calcium-regulated non-receptor proline-rich tyrosine kinase|cell adhesion kinase beta|focal adhesion kinase 2|proline-rich tyrosine kinase 2|protein kinase B|related adhesion focal tyrosine kinase	RNAP	601212	Q14289	1009.0
293	2201	FBN2	CCA, DA9, EOMD	fibrillin 2	fibrillin-2|fibrillin 5	RNAP	612570	P35556	2912.0
294	2207	FCER1G	FCRG	Fc epsilon receptor Ig	high affinity immunoglobulin epsilon receptor subunit gamma|Fc fragment of IgE receptor Ig|Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide|Fc receptor gamma-chain|FcepsilonRI gamma chain|FcepsilonRIgamma|fc-epsilon RI-gamma|fcRgamma|fceRI gamma|immunoglobulin E receptor, high affinity, gamma chain	RNAP	147139	P30273	86.0
295	2214	FCGR3A	CD16, CD16-II, CD16A, FCG3, FCGR3, FCGRIII, FCR-10, FCRIII, FCRIIIA, FcGRIIIA, IGFR3, IMD20	Fc gamma receptor IIIa	low affinity immunoglobulin gamma Fc region receptor III-A|CD16a antigen|Fc fragment of IgG receptor IIIa|Fc fragment of IgG, low affinity III, receptor for (CD16)|Fc fragment of IgG, low affinity IIIa, receptor (CD16a)|Fc gamma receptor III-A|Fc-gamma RIII-alpha|Fc-gamma receptor III-2 (CD 16)|Fc-gamma receptor IIIb (CD16)|FcgammaRIIIA|IgG Fc receptor III-A|igG Fc receptor III-2|immunoglobulin G Fc receptor III|low affinity immunoglobulin gamma Fc region receptor III-A/III-B recombinant|low affinity immunoglobulin gamma Fc region receptor III-B|low affinity immunoglobulin gamma receptor III-a Fc fragment|neutrophil-specific antigen NA	RNAP	146740	P08637	254.0
296	2219	FCN1	FCNM	ficolin 1	ficolin-1|M-ficolin|ficolin (collagen/fibrinogen domain-containing) 1|ficolin-A|ficolin-alpha	RNAP	601252	O00602	326.0
297	2242	FES	FPS	FES proto-oncogene, tyrosine kinase	tyrosine-protein kinase Fes/Fps|Oncogene FES, feline sarcoma virus|feline sarcoma (Snyder-Theilen) viral (v-fes)/Fujinami avian sarcoma (PRCII) viral (v-fps) oncogene homolog|feline sarcoma oncogene|feline sarcoma/Fujinami avian sarcoma oncogene homolog|p93c-fes|proto-oncogene c-Fes|proto-oncogene c-Fps|proto-oncogene tyrosine-protein kinase Fes/Fps	RNAP	190030	P07332	822.0
298	2243	FGA	Fib2	fibrinogen alpha chain	fibrinogen alpha chain|fibrinogen, A alpha polypeptide	RNAP	134820	P02671	866.0
299	2244	FGB	HEL-S-78p	fibrinogen beta chain	fibrinogen beta chain|beta-fibrinogen|epididymis secretory sperm binding protein Li 78p|fibrinogen, B beta polypeptide	RNAP	134830	P02675	491.0
300	2246	FGF1	AFGF, ECGF, ECGF-beta, ECGFA, ECGFB, FGF-1, FGF-alpha, FGFA, GLIO703, HBGF-1, HBGF1	fibroblast growth factor 1	fibroblast growth factor 1|beta-endothelial cell growth factor|endothelial cell growth factor, alpha|endothelial cell growth factor, beta|fibroblast growth factor 1 (acidic)|heparin-binding growth factor 1	RNAP	131220	P05230	155.0
301	2247	FGF2	BFGF, FGF-2, FGFB, HBGF-2	fibroblast growth factor 2	fibroblast growth factor 2|basic fibroblast growth factor bFGF|fibroblast growth factor 2 (basic)|heparin-binding growth factor 2|prostatropin	RNAP	134920	P09038	288.0
302	2253	FGF8	AIGF, FGF-8, HBGF-8, HH6, KAL6	fibroblast growth factor 8	fibroblast growth factor 8|androgen-induced growth factor|fibroblast growth factor 8 (androgen-induced)|heparin-binding growth factor 8	RNAP	600483	P55075	233.0
303	2254	FGF9	FGF-9, GAF, HBFG-9, HBGF-9, SYNS3	fibroblast growth factor 9	fibroblast growth factor 9|fibroblast growth factor 9 (glia-activating factor)|heparin-binding growth factor 9	RNAP	600921	P31371	208.0
304	2255	FGF10	LADD3	fibroblast growth factor 10	fibroblast growth factor 10|FGF-10|keratinocyte growth factor 2|produced by fibroblasts of urinary bladder lamina propria	RNAP	602115	O15520	208.0
305	2263	FGFR2	BBDS, BEK, BFR-1, CD332, CEK3, CFD1, ECT1, JWS, K-SAM, KGFR, TK14, TK25	fibroblast growth factor receptor 2	fibroblast growth factor receptor 2|BEK fibroblast growth factor receptor|bacteria-expressed kinase|keratinocyte growth factor receptor|protein tyrosine kinase, receptor like 14	RNAP	176943	P21802	821.0
306	2266	FGG		fibrinogen gamma chain	fibrinogen gamma chain|fibrinogen, gamma polypeptide|testicular tissue protein Li 70	RNAP	134850	P02679	453.0
307	2268	FGR	SRC2, c-fgr, c-src2, p55-Fgr, p55c-fgr, p58-Fgr, p58c-fgr	FGR proto-oncogene, Src family tyrosine kinase	tyrosine-protein kinase Fgr|Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog|c-fgr protooncogene|c-src-2 proto-oncogene|feline Gardner-Rasheed sarcoma viral oncogene homolog|p55-c-fgr protein|proto-oncogene c-Fgr|proto-oncogene tyrosine-protein kinase FGR|v-fgr feline Gardner-Rasheed sarcoma viral oncogene homolog	RNAP	164940	P09769	529.0
308	2271	FH	FMRD, HLRCC, HsFH, LRCC, MCL, MCUL1	fumarate hydratase	fumarate hydratase, mitochondrial|epididymis secretory sperm binding protein|fumarase	RNAP	136850	P07954	510.0
309	2277	VEGFD	FIGF, VEGF-D	vascular endothelial growth factor D	vascular endothelial growth factor D|c-fos induced growth factor (vascular endothelial growth factor D)	RNAP	300091	O43915	354.0
310	2290	FOXG1	BF1, BF2, FHKL3, FKH2, FKHL1, FKHL2, FKHL3, FKHL4A, FOXG1B, FOXG1C, HBF-1, HBF-2, HBF-3, HBF-G2, HBF2, HFK1, HFK2, HFK3, KHL2, QIN, FOXG1	forkhead box G1	forkhead box protein G1|brain factor 1|brain factor 2|forkhead-like 1|forkhead-like 2|forkhead-like 3|forkhead-like 4|oncogene QIN	RNAP	164874	P55316	489.0
311	2296	FOXC1	ARA, ASGD3, FKHL7, FREAC-3, FREAC3, IGDA, IHG1, IRID1, RIEG3	forkhead box C1	forkhead box protein C1|forkhead box C1 protein|forkhead, drosophila, homolog-like 7|forkhead-related activator 3|forkhead-related protein FKHL7|forkhead-related transcription factor 3|forkhead/winged helix-like transcription factor 7|myeloid factor-delta	RNAP	601090	Q12948	553.0
312	2297	FOXD1	FKHL8, FREAC-4, FREAC4	forkhead box D1	forkhead box protein D1|Forkhead, drosophila, homolog-like 8|forkhead-like 8|forkhead-related activator 4|forkhead-related protein FKHL8|forkhead-related transcription factor 4	RNAP	601091	Q16676	465.0
313	2302	FOXJ1	CILD43, FKHL13, HFH-4, HFH4	forkhead box J1	forkhead box protein J1|fork head homologue 4|forkhead transcription factor HFH-4|forkhead-like 13|forkhead-related protein FKHL13|hepatocyte nuclear factor 3 forkhead homolog 4	RNAP	602291	Q92949	421.0
314	2303	FOXC2	FKHL14, LD, MFH-1, MFH1	forkhead box C2	forkhead box protein C2|MFH-1,mesenchyme forkhead 1|forkhead box C2 (MFH-1, mesenchyme forkhead 1)|forkhead, Drosophila, homolog-like 14|forkhead-related protein FKHL14|mesenchyme fork head protein 1|mesenchyme forkhead 1|transcription factor FKH-14	RNAP	602402	Q99958	501.0
315	2307	FOXS1	FKHL18, FREAC10	forkhead box S1	forkhead box protein S1|FREAC-10|forkhead-like 18 protein|forkhead-related activator 10|forkhead-related transcription factor 10|forkhead-related transcription factor FREAC-10	RNAP	602939	O43638	330.0
316	2309	FOXO3	AF6q21, FKHRL1, FKHRL1P2, FOXO2A, FOXO3	forkhead box O3	forkhead box protein O3|FOXO3A-|forkhead box O3A|forkhead homolog (rhabdomyosarcoma) like 1|forkhead in rhabdomyosarcoma-like 1|forkhead, Drosophila, homolog of, in rhabdomyosarcoma-like 1	RNAP	602681	O43524	673.0
317	2316	FLNA	ABP-280, ABPX, CSBS, CVD1, FGS2, FLN, FLN-A, FLN1, FMD, MNS, NHBP, OPD, OPD1, OPD2, XLVD, XMVD	filamin A	filamin-A|actin binding protein 280|alpha-filamin|endothelial actin-binding protein|epididymis secretory sperm binding protein|filamin A, alpha|filamin-1|non-muscle filamin	RNAP	300017	P21333	2647.0
318	2319	FLOT2	ECS-1, ECS1, ESA, ESA1, M17S1	flotillin 2	flotillin-2|Flotillin 2 (epidermal surface antigen 1)|epidermal surface antigen|membrane component chromosome 17 surface marker 1|membrane component, chromosome 17, surface marker 1 (35kD protein identified by monoclonal antibody ECS-1)	RNAP	131560	Q14254	428.0
319	2321	FLT1	FLT, FLT-1, VEGFR-1, VEGFR1	fms related receptor tyrosine kinase 1	vascular endothelial growth factor receptor 1|fms related tyrosine kinase 1|fms-like tyrosine kinase 1|fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)|tyrosine-protein kinase FRT|tyrosine-protein kinase receptor FLT|vascular permeability factor receptor	RNAP	165070	P17948	1338.0
320	2324	FLT4	CHTD7, FLT-41, LMPH1A, LMPHM1, PCL, VEGFR-3, VEGFR3, FLT4	fms related receptor tyrosine kinase 4	vascular endothelial growth factor receptor 3|Feline McDonough Sarcoma (FMS)-like tyrosine kinase 4|VEGF receptor-3|fms related tyrosine kinase 4|fms-like tyrosine kinase 4|primary congenital lymphedema|tyrosine-protein kinase receptor FLT4	RNAP	136352	P35916	1363.0
321	2335	FN1	CIG, ED-B, FINC, FN, FNZ, GFND, GFND2, LETS, MSF, SMDCF	fibronectin 1	fibronectin|cold-insoluble globulin|epididymis secretory sperm binding protein|lnc-ABCA12-8|migration-stimulating factor	RNAP	135600	P02751	2477.0
322	2353	FOS	AP-1, C-FOS, p55	Fos proto-oncogene, AP-1 transcription factor subunit	protein c-Fos|FBJ murine osteosarcoma viral (v-fos) oncogene homolog (oncogene FOS)|FBJ murine osteosarcoma viral oncogene homolog|Fos proto-oncogene, AP-1 trancription factor subunit|G0/G1 switch regulatory protein 7|activator protein 1|cellular oncogene c-fos|proto-oncogene c-Fos|transcription factor AP-1 subunit c-Fos	RNAP	164810	P01100	380.0
323	2475	MTOR	FRAP, FRAP1, FRAP2, RAFT1, RAPT1, SKS	mechanistic target of rapamycin kinase	serine/threonine-protein kinase mTOR|FK506 binding protein 12-rapamycin associated protein 2|FK506-binding protein 12-rapamycin complex-associated protein 1|FKBP-rapamycin associated protein|FKBP12-rapamycin complex-associated protein 1|mammalian target of rapamycin|mechanistic target of rapamycin (serine/threonine kinase)|rapamycin and FKBP12 target 1|rapamycin associated protein FRAP2|rapamycin target protein 1	RNAP	601231	P42345	2549.0
324	2488	FSHB	HH24	follicle stimulating hormone subunit beta	follitropin subunit beta|FSH-B|FSH-beta|follicle stimulating hormone beta subunit|follicle stimulating hormone, beta polypeptide|follitropin, beta chain	RNAP	136530	P01225	129.0
325	2516	NR5A1	AD4BP, ELP, FTZ1, FTZF1, POF7, SF-1, SF1, SPGF8, SRXX4, SRXY3, hSF-1	nuclear receptor subfamily 5 group A member 1	steroidogenic factor 1|STF-1|adrenal 4 binding protein|fushi tarazu factor homolog 1|nuclear receptor AdBP4|steroid hormone receptor Ad4BP|steroidogenic factor 1 nuclear receptor|steroidogenic factor-1	RNAP	184757	Q13285	461.0
326	2523	FUT1	H, HH, HSC	fucosyltransferase 1 (H blood group)	galactoside alpha-(1,2)-fucosyltransferase 1|GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase 1|H antigen|H glycosyltransferase|H glycosytransferase|a-1, 2 fucosyltransferase (H antigen)|alpha(1,2) fucosyltransferase 1|alpha(1,2)FT 1|blood group H alpha 2-fucosyltransferase|galactoside 2-L-fucosyltransferase enzyme|galactoside 2-alpha-L-fucosyltransferase|nonfunctional fucosyltransferase 1|type 1 galactoside alpha-(1,2)-fucosyltransferase FUT1|type 2 galactoside alpha-(1,2)-fucosyltransferase FUT1	RNAP	211100	P19526	365.0
327	2534	FYN	SLK, SYN, p59-FYN	FYN proto-oncogene, Src family tyrosine kinase	tyrosine-protein kinase Fyn|FYN oncogene related to SRC, FGR, YES|OKT3-induced calcium influx regulator|c-syn protooncogene|proto-oncogene Syn|proto-oncogene c-Fyn|src-like kinase|src/yes-related novel|tyrosine kinase p59fyn(T)	RNAP	137025	P06241	537.0
328	2547	XRCC6	CTC75, CTCBF, G22P1, KU70, ML8, TLAA	X-ray repair cross complementing 6	X-ray repair cross-complementing protein 6|5'-dRP lyase Ku70|5'-deoxyribose-5-phosphate lyase Ku70|70 kDa subunit of Ku antigen|ATP-dependent DNA helicase 2 subunit 1|ATP-dependent DNA helicase II, 70 kDa subunit|CTC box binding factor 75 kDa subunit|DNA repair protein XRCC6|Ku autoantigen p70 subunit|Ku autoantigen, 70kDa|X-ray repair complementing defective repair in Chinese hamster cells 6|lupus Ku autoantigen protein p70|thyroid autoantigen 70kD (Ku antigen)|thyroid autoantigen 70kDa (Ku antigen)|thyroid-lupus autoantigen p70	RNAP	152690	P12956	609.0
329	2549	GAB1	DFNB26	GRB2 associated binding protein 1	GRB2-associated-binding protein 1|GRB2-associated binder 1|deafness, autosomal recessive 26|growth factor receptor bound protein 2-associated protein 1|symbol withdrawn, see GAB1	RNAP	604439	Q13480	694.0
330	2587	GALR1	GALNR, GALNR1	galanin receptor 1	galanin receptor type 1|GAL1-R|GALR-1	RNAP	600377	P47211	349.0
331	2597	GAPDH	G3PD, GAPD, HEL-S-162eP	glyceraldehyde-3-phosphate dehydrogenase	glyceraldehyde-3-phosphate dehydrogenase|OCAS, p38 component|Oct1 coactivator in S phase, 38 Kd component|aging-associated gene 9 protein|epididymis secretory sperm binding protein Li 162eP|peptidyl-cysteine S-nitrosylase GAPDH	RNAP	138400	P04406	335.0
332	2621	GAS6	AXLLG, AXSF	growth arrest specific 6	growth arrest-specific protein 6|AXL receptor tyrosine kinase ligand|AXL stimulatory factor	RNAP	600441	Q14393	678.0
333	2623	GATA1	ERYF1, GATA-1, GF-1, GF1, HAEADA, NF-E1, NFE1, XLANP, XLTDA, XLTT	GATA binding protein 1	erythroid transcription factor|GATA-binding factor 1|NF-E1 DNA-binding protein|erythroid transcription factor 1|globin transcription factor 1|nuclear factor, erythroid 1|transcription factor GATA1	RNAP	305371	P15976	413.0
334	2624	GATA2	DCML, IMD21, MONOMAC, NFE1B	GATA binding protein 2	endothelial transcription factor GATA-2	RNAP	137295	P23769	480.0
335	2625	GATA3	HDR, HDRS	GATA binding protein 3	trans-acting T-cell-specific transcription factor GATA-3|GATA-binding factor 3	RNAP	131320	P23771	443.0
336	2626	GATA4	ASD2, TACHD, TOF, VSD1	GATA binding protein 4	transcription factor GATA-4|GATA-binding factor 4	RNAP	600576	P43694	442.0
337	2627	GATA6		GATA binding protein 6	transcription factor GATA-6|GATA-binding factor 6	RNAP	601656	Q92908	595.0
338	2628	GATM	AGAT, AT, CCDS3, FRTS, FRTS1, RFS	glycine amidinotransferase	glycine amidinotransferase, mitochondrial|glycine amidinotransferase (L-arginine:glycine amidinotransferase)|testicular secretory protein Li 19|transamidinase	RNAP	602360	P50440	423.0
